Date,Close,High,Low,Open,Volume
2025-04-30,3288.43,3328.1,3266.91,3313.77,209110
2025-05-01,3238.0,3290.17,3201.97,3289.22,207097
2025-05-02,3240.38,3269.23,3222.87,3238.71,208428
2025-05-05,3334.07,3337.62,3237.42,3239.48,205606
2025-05-06,3430.39,3434.82,3323.38,3336.23,246829
2025-05-07,3364.26,3438.24,3360.24,3438.24,243697
2025-05-08,3306.37,3414.77,3288.72,3366.17,245349
2025-05-09,3327.22,3347.5,3274.75,3304.71,217968
2025-05-12,3234.29,3314.29,3207.78,3287.16,270316
2025-05-13,3250.03,3265.65,3215.88,3236.59,202301
2025-05-14,3178.09,3257.08,3168.03,3249.89,242078
2025-05-15,3240.36,3240.57,3120.76,3177.51,235112
2025-05-16,3201.07,3252.19,3154.27,3240.32,225653
2025-05-19,3230.34,3249.75,3206.53,3219.09,151068
2025-05-20,3290.13,3295.6,3204.8,3231.14,107364
2025-05-21,3315.49,3324.81,3285.51,3289.83,123576
2025-05-22,3294.48,3345.38,3278.87,3315.34,133402
2025-05-23,3357.93,3365.92,3287.15,3294.85,125459
2025-05-26,3341.5,3356.81,3324.02,3355.42,77236
2025-05-27,3300.17,3349.98,3285.24,3343.06,207374
2025-05-28,3286.72,3325.5,3276.87,3301.04,199815
2025-05-29,3317.46,3331.22,3245.51,3287.18,232966
2025-05-30,3288.8,3322.7,3271.49,3318.6,203572
2025-06-02,3381.65,3382.84,3295.89,3298.96,204235
2025-06-03,3353.32,3392.15,3333.06,3384.38,190925
2025-06-04,3373.99,3384.66,3343.77,3354.19,187024
2025-06-05,3352.59,3403.53,3339.46,3373.19,230381
2025-06-06,3312.17,3375.58,3307.12,3354.18,222034
2025-06-09,3325.6,3338.19,3293.34,3312.13,182440
2025-06-10,3322.54,3349.16,3301.73,3326.03,189824
2025-06-11,3355.44,3360.64,3315.51,3322.98,202215
2025-06-12,3385.75,3398.91,3338.58,3356.85,228019
2025-06-13,3434.22,3446.71,3379.8,3386.33,251942
2025-06-16,3384.83,3452.19,3382.86,3452.19,219093
2025-06-17,3388.67,3403.28,3366.15,3387.07,221780
2025-06-18,3368.41,3400.05,3362.58,3390.58,206877
2025-06-19,3373.36,3387.98,3347.59,3368.55,156981
2025-06-20,3368.72,3374.48,3340.32,3370.49,179856
2025-06-23,3368.58,3397.14,3347.04,3390.64,218126
2025-06-24,3323.06,3369.83,3295.47,3368.49,356727
2025-06-25,3332.28,3337.09,3311.97,3323.73,272871
2025-06-26,3328.26,3350.26,3309.92,3332.22,299939
2025-06-27,3275.0,3328.16,3255.82,3327.9,346957
2025-06-30,3303.23,3309.49,3247.87,3272.65,293725
2025-07-01,3338.97,3357.96,3302.36,3303.41,309198
2025-07-02,3357.27,3360.06,3327.59,3338.45,280835
2025-07-03,3326.58,3365.72,3311.64,3357.36,269894
2025-07-04,3334.99,3345.05,3323.63,3327.35,175519
2025-07-07,3336.55,3342.7,3296.44,3331.73,323957
2025-07-08,3301.64,3345.84,3287.13,3338.83,310299
2025-07-09,3313.86,3316.83,3282.7,3301.26,283015
2025-07-10,3324.5,3330.28,3310.13,3313.68,257957
2025-07-11,3355.67,3368.75,3321.89,3324.42,322063
2025-07-14,3342.52,3374.93,3341.05,3363.98,319508
2025-07-15,3325.22,3366.34,3320.22,3343.72,270177
2025-07-16,3347.56,3377.5,3319.65,3324.09,294607
2025-07-17,3338.82,3352.19,3309.81,3347.76,270243
2025-07-18,3350.25,3361.21,3331.78,3340.19,245374
2025-07-21,3397.61,3401.5,3345.0,3349.87,273157
2025-07-22,3431.05,3433.44,3383.31,3397.63,283708
2025-07-23,3386.79,3438.88,3381.48,3431.24,332304
2025-07-24,3368.21,3393.37,3351.43,3388.02,284599
2025-07-25,3336.94,3373.47,3325.0,3368.3,236614
2025-07-28,3314.83,3345.32,3301.79,3318.23,258019
2025-07-29,3326.38,3334.11,3308.04,3314.28,261113
2025-07-30,3275.21,3334.0,3268.1,3326.69,277324
2025-07-31,3290.27,3314.79,3273.84,3275.38,273846
2025-08-01,3362.54,3363.5,3281.58,3290.3,299569
2025-08-04,3373.75,3385.42,3345.07,3364.87,258287
2025-08-05,3380.87,3390.45,3349.93,3371.19,230087
2025-08-06,3369.02,3385.36,3358.17,3380.71,223274
2025-08-07,3396.58,3401.9,3365.36,3370.29,352517
2025-08-08,3397.52,3409.0,3377.71,3402.5,480812
2025-08-11,3342.78,3405.21,3341.2,3398.11,350493
2025-08-12,3348.05,3359.25,3331.09,3342.72,295248
2025-08-13,3355.78,3370.76,3342.72,3348.51,250181
2025-08-14,3335.26,3374.73,3329.82,3357.33,293403
2025-08-15,3335.81,3348.7,3332.24,3333.38,238526
2025-08-18,3332.64,3358.4,3323.52,3336.6,116332
2025-08-19,3315.37,3345.26,3314.95,3333.37,222293
2025-08-20,3348.03,3350.19,3311.51,3315.07,166335
2025-08-21,3338.62,3352.1,3325.25,3347.81,215253
2025-08-22,3371.72,3378.78,3321.45,3336.99,239352
2025-08-25,3365.55,3376.23,3359.78,3371.35,173246
2025-08-26,3393.34,3393.5,3351.28,3365.36,263929
2025-08-27,3397.21,3398.76,3373.79,3393.91,241729
2025-08-28,3417.0,3423.13,3384.6,3399.1,271164
2025-08-29,3448.88,3453.98,3404.2,3414.18,298152
2025-09-01,3476.64,3489.84,3437.06,3444.74,270126
2025-09-02,3533.78,3540.01,3470.1,3478.28,395226
2025-09-03,3559.68,3578.47,3526.41,3531.68,358020
2025-09-04,3545.7,3564.13,3511.43,3560.15,345698
2025-09-05,3586.7,3600.07,3540.13,3545.81,348091
2025-09-08,3635.27,3646.41,3578.03,3583.67,352454
2025-09-09,3626.88,3674.89,3626.73,3636.1,349685
2025-09-10,3639.97,3657.58,3619.43,3620.66,319161
2025-09-11,3633.53,3649.08,3613.13,3640.49,310309
2025-09-12,3642.81,3656.62,3630.5,3634.09,288818
2025-09-15,3678.96,3685.58,3626.63,3644.18,295558
2025-09-16,3689.92,3703.16,3674.7,3682.96,311884
2025-09-17,3659.53,3707.45,3646.2,3689.71,351666
2025-09-18,3644.34,3672.95,3627.96,3659.44,344493
2025-09-19,3684.8,3685.4,3632.29,3641.83,319755
2025-09-22,3746.95,3748.82,3682.75,3682.75,333629
2025-09-23,3763.9,3791.1,3736.71,3746.68,377892
2025-09-24,3736.39,3779.21,3717.51,3764.21,337530
2025-09-25,3749.62,3761.54,3722.07,3735.96,366040
2025-09-26,3742.28,3753.3,3737.75,3748.07,55261
