Close,High,Low,Open,Volume,MA_10,MA_50,MA_100,stoch_k,stoch_d,RSI_14,MACD,MACD_signal,MACD_diff,ATR_14,BB_high,BB_low,BB_width,log_return,target
-1.0537822956711342,-1.1104951292291623,-1.021617256249443,-1.0884708719722889,0.48373050468686474,-0.7194208502333339,-0.7870400815029938,-1.7481551394500103,-2.1107142084607635,-1.8506755192624527,-1.2287513506220098,-0.8386846720921199,-0.6471894609833647,-1.0819537996034,0.5814207978865674,-0.8744822632100602,-0.154953866098725,-0.929833964627363,0.09281608142765184,-2.3481938969968152
-1.3817067865299661,-1.1111975076608815,-1.2826086417848324,-1.0074211940809972,0.5218246461646195,-0.7752193118591778,-0.8071653048425287,-1.6569636279817612,-2.662976949715068,-2.2693940845394205,-1.7468139240802936,-1.0167596497862983,-0.714983334846029,-1.5271993548936231,1.0409525880930908,-0.8551821845983331,-0.3517464398915027,-0.8168876595290275,-2.3481938969968152,0.23548268595036712
-1.2851943215635018,-1.2338583228727737,-1.2451001151705812,-1.3425266713253337,0.5136517127206844,-0.8126625089833673,-0.8092687604100615,-1.566315527725761,-2.3094050782765985,-2.3733795455632403,-1.5473717993434892,-1.1207631308955888,-0.793938331504629,-1.6653992268695088,0.8913429679827497,-0.8448682354243013,-0.4436271616020256,-0.7625083667745304,0.23548268595036712,2.4396633880951364
-0.8220498432682556,-0.9228323827909795,-1.194522415520009,-1.2450841899282272,0.5740980517023812,-0.80318409718818,-0.8069654515819619,-1.4714674174461493,-0.6126826912342164,-1.861560873188185,-0.7394969206850618,-1.0338298458157467,-0.8364397329304549,-1.2140215038267368,1.6987819385009162,-0.831817386692752,-0.43044269154684284,-0.753026712137975,2.4396633880951364,0.07352034028007635
-0.7502102196112785,-0.7828675171249365,-0.779641517481904,-0.7580677128650799,0.4770897025268417,-0.8215856354658949,-0.7908522824483819,-1.3731074487247616,-0.34949937922722635,-1.0711362358689644,-0.6322366381776312,-0.938875344789645,-0.847871748556622,-0.829312436612999,1.4883251638952646,-0.8110766432085047,-0.42108447992923076,-0.7326598877364751,0.07352034028007635,-0.08338308170181429
-0.7045814845142521,-0.7507496670200022,-0.747883427003639,-0.7167918092169749,0.410822674603044,-0.8602859368395644,-0.750531887128084,-1.2767636879590951,-0.1823392381487486,-0.34440118268120956,-0.5624272937406677,-0.8481351918754783,-0.8354499359919635,-0.5339482458966847,1.2968278301101968,-0.7908657238151975,-0.33626445522502996,-0.7475070001619405,-0.08338308170181429,-0.8060514838131114
-0.7805225675057925,-0.7832506326331461,-0.6940384340939828,-0.6546167138483123,0.3948128426440074,-0.873990686847741,-0.7094120787654963,-1.1917147546330176,-0.46054818081447535,-0.29242278152605883,-0.710334790545607,-0.8054068237768294,-0.8153566635446722,-0.43895827104987983,0.81110045695513,-0.7800340667600848,-0.26844154134340936,-0.7656765993881748,-0.8060514838131114,0.6932466731003457
-0.6039034749111203,-0.6776384575365979,-0.647054757028398,-0.7226697068883827,0.6985202713658292,-0.8521109030699178,-0.6698811038244282,-1.103014301105048,0.18649303942750578,-0.10929517375258856,-0.42530265227220043,-0.7100452437948259,-0.7766161841754768,-0.20806379417399695,0.576042669635344,-0.7450555779337541,-0.23620246553620464,-0.7389383608504926,0.6932466731003457,-0.31891711916714854
-0.5978794565134787,-0.6323031223984187,-0.5663526135290983,-0.5123062802261318,0.9999999999999999,-0.8053898138467833,-0.6155609876010979,-1.013409855093127,0.2085619344575311,0.024260440326618515,-0.4156846150711939,-0.6358225222290188,-0.7279822943113899,-0.08556105956589773,0.23650546643787224,-0.7152194363159375,-0.24328280777503333,-0.7003793402152116,-0.31891711916714854,-2.4434016725285095
-0.9486824002229249,-0.6565032520003482,-0.8049303673071931,-0.5409773588677727,0.6937640846808021,-0.7838339465013487,-0.6349817281971359,-0.9322485973088702,-1.076599037822802,-0.1862199989189279,-1.1021112227128367,-0.7072031259423156,-0.7060411646482913,-0.41607763123223646,0.6770171332151127,-0.7151931324070243,-0.24289609741034804,-0.7005249314826254,-2.4434016725285095,-0.15191538975301724
