Close,High,Low,Open,Volume,MA_3,MA_15,stoch_k,stoch_d,RSI_14,ATR_14,SR_min,SR_max,dist_to_support,dist_to_resistance,support_touches,resistance_touches,strong_support,strong_resistance,sr_zone,ma_cross,rsi_zone,log_return,target
-0.5180879868453909,-0.7010495312512924,-0.3556338123377606,-0.5554945395165527,0.008963025328001119,-0.5346109693941506,-1.2405441160217558,1.1833828301798048,1.29999543521427,0.4381016036102244,-0.6502184523987433,99510.55,111041.25,0.07664011504307834,0.035159906791395065,1,1,False,False,NONE,0,sideway,0.0897531339134515,0.16007223019790134
-0.4953408987345287,-0.5772323529558945,-0.31260970074216093,-0.5511340803265955,0.02128206927196613,-0.552944635399217,-1.2113346928899271,1.2416798731343663,1.2525708589529703,0.4785846601933431,-0.7922522842156429,99510.55,111041.25,0.07848012095199947,0.03351097002240164,1,1,False,False,NONE,0,sideway,0.16007223019790134,0.1809209032927606
-0.4671896689916463,-0.5421987108169865,-0.3642899848326963,-0.5280447765982773,0.10482588460908814,-0.5335490903938546,-1.1774077075598228,1.3138268416406722,1.3027422487329503,0.5313406731800616,-0.8520373721602236,99510.55,111041.25,0.08075726644059346,0.03147028694291536,1,1,False,False,NONE,0,sideway,0.1809209032927606,-0.7383244773055467
-0.6740005787576435,-0.6952383851916345,-0.5460940596910514,-0.49866770352409007,0.128855913374962,-0.587943300408893,-1.211870426188993,0.8270523487819986,1.177267052259426,0.07096870819099828,-0.8770858416783129,99510.55,111041.25,0.06402838693987722,0.04646201299066786,1,1,False,False,NONE,0,sideway,-0.7383244773055467,1.63120405552486
-0.27273995675176,-0.41933081465936844,-0.5642255622475374,-0.7118499770489405,0.1408884679248813,-0.5102831047874244,-1.1546629590145265,1.5793987842556938,1.2961885280746417,0.8018491297832908,-0.6620969481532138,99510.55,111041.25,0.09648625196021923,0.017374624295025523,1,1,False,False,NONE,0,sideway,1.63120405552486,0.45521373275553245
-0.17214838251164005,-0.3199512373433254,-0.14497582916294832,-0.29816341707136085,0.15189199934516712,-0.4073501889589671,-1.0932664879413077,1.600419557624989,1.397106858734844,0.9606994316948458,-0.7375311636111476,99510.55,111041.25,0.10462307765357533,0.010082739522474808,1,1,False,False,NONE,0,sideway,0.45521373275553245,-1.0027283231192736
-0.4518344527682556,-0.3851823139732571,-0.30038346840467905,-0.1942679533177043,0.09786828503940691,-0.32984169033754107,-1.0523151780604632,0.9734758352764796,1.448667184599087,0.3563971836675268,-0.7285514859090532,99510.55,111041.25,0.08199934579800838,0.030357187081377364,1,1,False,False,NONE,0,sideway,-1.0027283231192736,0.2597881712527236
-0.4032096013941881,-0.5883030351843357,-0.24671030844313374,-0.48283942875525915,0.017008115250590518,-0.3753594587501243,-0.9999053939124818,1.0824732025430384,1.2736840207857554,0.4430365503772658,-0.9297878876203656,99510.55,111041.25,0.08593259709648873,0.026832370853173932,1,1,False,False,NONE,0,sideway,0.2597881712527236,0.34781569866262246
-0.331539502370939,-0.49913465491793463,-0.23212441326451755,-0.4327165586539644,0.026093921747468364,-0.43096724476549764,-0.9293667775906398,1.2064038740790857,1.1349386765406235,0.5735798691771716,-1.0569819965901182,99510.55,111041.25,0.09172997234966535,0.021637004266432572,1,1,False,False,NONE,0,sideway,0.34781569866262246,-0.31438838421749243
-0.43148506427803635,-0.4246929759241302,-0.2707837599156366,-0.35814694378430545,0.13056315629458126,-0.4238678251635342,-0.8298304006234382,0.43560934800391365,0.9455389291423502,0.3462942989379851,-1.0821894596498405,99510.55,111041.25,0.08364540242215515,0.02888205959497039,1,1,False,False,NONE,0,sideway,-0.31438838421749243,0.4405340310255589
-0.3358876623047468,-0.48678115898978785,-0.2788286207936982,-0.4618631228722964,0.09708482424752683,-0.4003807953570434,-0.7713278460317972,0.563080123836431,0.7626442513083097,0.5349841495653388,-1.148933082973276,99510.55,111041.25,0.09137825084877926,0.021952202447288786,1,1,False,False,NONE,0,sideway,0.4405340310255589,1.060691287998077
-0.07629009094232131,-0.12699040063389952,-0.1699784742930987,-0.36356390189693943,0.109935919923291,-0.31133032213242334,-0.7157455162533873,1.1132120078634355,0.7298284571689115,1.0023736876741098,-1.0125263162783864,99510.55,111041.25,0.11237702937025267,0.0031339704839417784,1,1,False,False,NONE,0,neutral,1.060691287998077,1.3482712633127503
0.26617098544438506,0.10047812459755513,0.09597875774414433,-0.0948674122532551,0.1401283940223111,-0.0679346526651376,-0.6475160539505295,1.6332017209468248,1.1515384879828263,1.5086829583918138,-0.9275311932462451,99510.55,113449.85,0.14007861478004094,0.0,1,1,False,False,NONE,0,neutral,1.3482712633127503,1.9489076736432307
0.7852791649705585,0.7500693258535006,0.44846103603374604,0.2569403259743352,0.290061741387778,0.32321389484299556,-0.5293055448443446,1.458481406547116,1.4668375087964316,2.0881413689382753,-0.6226180044847823,99510.55,117628.35,0.18206913739296993,0.0,1,1,False,False,NONE,0,overbought,1.9489076736432307,-0.2109170202563253
0.7060059977201925,0.6651470589331177,0.8801326211732173,0.7921050529884227,0.07185037068219556,0.5961384689184454,-0.4110256774092665,1.2992100622190508,1.532333287665569,1.8928562684222665,-0.7739600684796607,99510.55,117628.35,0.1756567519725295,0.00542471266493159,1,1,False,False,NONE,0,overbought,-0.2109170202563253,0.9794566290043569
0.9624853172443723,0.8310918391267853,0.8906960859128028,0.7106329784906097,0.07475034495661732,0.839066044785601,-0.2685098573575985,1.6613429589421649,1.5422427047679792,2.149065788793044,-0.7893938114467862,99510.55,119054.75,0.19640329593193884,0.0,1,1,False,False,NONE,0,overbought,0.9794566290043569,0.5365215529542943
