Date,Close,High,Low,Open,Volume
2025-09-19,3685.1,3685.24,3632.23,3643.31,219097
2025-09-22,3746.7,3748.64,3683.53,3687.01,225548
2025-09-23,3763.96,3790.98,3736.64,3745.78,266030
2025-09-24,3735.91,3779.06,3717.4,3765.18,221937
2025-09-25,3749.21,3761.54,3722.03,3736.35,246120
2025-09-26,3760.85,3783.66,3734.3,3750.39,230683
2025-09-29,3833.74,3834.07,3756.12,3759.31,293811
2025-09-30,3858.27,3871.64,3793.0,3834.36,289446
2025-10-01,3865.47,3895.23,3853.25,3859.4,274945
2025-10-02,3856.38,3896.7,3819.2,3866.61,258138
2025-10-03,3886.78,3891.56,3837.93,3856.23,239628
2025-10-06,3960.85,3969.98,3883.96,3888.6,307996
2025-10-07,3984.35,3990.9,3940.76,3960.08,310304
2025-10-08,4041.45,4059.08,3982.93,3984.66,305866
2025-10-09,3976.05,4057.83,3944.45,4042.62,376969
2025-10-10,4010.28,4022.62,3946.88,3975.21,409524
2025-10-13,4110.49,4116.97,4000.36,4008.1,323881
2025-10-14,4141.93,4179.61,4090.22,4111.05,399769
2025-10-15,4208.12,4218.18,4140.39,4142.6,316275
2025-10-16,4325.93,4330.56,4199.47,4209.61,338028
2025-10-17,4250.44,4379.96,4186.19,4332.74,466879
2025-10-20,4356.31,4381.35,4218.93,4252.44,369389
2025-10-21,4125.03,4375.21,4081.95,4355.51,424013
2025-10-22,4098.37,4161.3,4004.09,4124.73,433698
2025-10-23,4125.81,4154.59,4066.06,4095.35,328030
2025-10-24,4112.99,4144.36,4044.23,4126.89,312447
2025-10-27,3981.42,4108.79,3971.19,4102.38,345314
2025-10-28,3952.63,4019.69,3886.29,3986.65,331889
2025-10-29,3930.26,4029.99,3916.45,3953.22,363827
2025-10-30,4024.2,4026.95,3915.33,3931.13,402862
2025-10-31,4001.5,4046.23,3972.35,4023.31,363344
2025-11-03,4001.21,4030.36,3962.51,3983.44,327885
2025-11-04,3931.84,4005.64,3928.64,4003.29,306774
2025-11-05,3978.95,3990.25,3929.58,3932.61,244713
2025-11-06,3976.98,4019.48,3964.41,3972.26,285074
2025-11-07,4001.22,4027.31,3974.53,3977.43,239945
2025-11-10,4115.75,4116.44,3997.83,4000.93,271370
2025-11-11,4126.6,4148.94,4096.95,4116.12,249638
2025-11-12,4195.47,4211.67,4098.72,4126.79,330654
2025-11-13,4171.3,4245.04,4145.18,4196.19,373409
2025-11-14,4084.77,4211.18,4031.93,4171.49,384440
2025-11-17,4045.49,4106.43,4006.78,4086.77,320458
2025-11-18,4067.36,4082.18,3997.76,4044.66,321889
2025-11-19,4077.72,4132.73,4055.35,4068.23,318539
2025-11-20,4068.39,4110.01,4041.22,4078.96,89351
